id,node1,node2,is_linked,max_flow
8095,4239,6807,0,1
8096,1684,5576,0,1
8097,0,5214,0,1
8098,3219,4127,1,2
8099,1751,6141,1,2
8100,1985,7412,0,1
8101,3219,6413,1,1
8102,434,2970,1,7
8103,5271,5587,1,1
8104,626,5600,0,1
8105,1929,2450,0,3
8106,759,1244,0,1
8107,2133,5924,1,1
8108,1681,2174,1,2
8109,2489,6895,0,1
8110,53,213,1,1
8111,3143,3447,1,1
8112,6038,6398,1,3
8113,2004,6081,1,4
8114,2827,3126,0,1
8115,147,3198,0,1
8116,427,5247,0,1
8117,3386,3809,1,9
8118,4604,4931,1,2
8119,2993,3669,0,1
8120,2463,5357,0,1
8121,1598,4860,0,1
8122,2970,4239,1,3
8123,701,921,0,1
8124,2061,6870,1,1
8125,4449,6037,1,1
8126,361,7272,1,29
8127,535,3304,1,2
8128,964,4889,0,1
8129,1346,3669,0,1
8130,932,1261,1,4
8131,2722,3809,1,1
8132,7,1927,0,2
8133,594,3542,0,1
8134,4870,6108,1,3
8135,1751,7183,1,2
8136,6809,7543,1,2
8137,1644,6619,0,3
8138,1318,6262,1,2
8139,2045,5107,1,1
8140,1508,3767,0,1
8141,2534,7210,1,5
8142,4859,5870,1,1
8143,114,1749,1,5
8144,3944,4490,1,1
8145,2249,4094,0,1
8146,808,3809,1,1
8147,888,6549,0,1
8148,5019,7284,0,1
8149,1692,5506,1,1
8150,6234,7560,1,1
8151,2849,6960,0,1
8152,4091,5349,1,1
8153,2099,3154,1,6
8154,1749,2280,1,7
8155,1764,5277,0,1
8156,517,7258,1,4
8157,221,3559,0,1
8158,1710,3121,1,1
8159,733,5863,0,1
8160,1170,2482,1,2
8161,4968,6134,0,1
8162,3128,5192,0,1
8163,1699,3908,1,8
8164,1318,3947,0,1
8165,1330,3156,0,1
8166,3422,7426,0,1
8167,1745,2930,1,2
8168,1968,4618,1,1
8169,4209,5913,0,2
8170,5146,6870,1,4
8171,1520,5984,0,1
8172,464,5294,1,5
8173,2708,5039,1,4
8174,1583,4642,1,1
8175,609,6919,1,1
8176,3209,3677,0,2
8177,4822,6702,1,1
8178,2139,3809,1,6
8179,2117,6784,0,1
8180,286,4333,0,2
8181,3031,6260,1,2
8182,493,7207,1,7
8183,2863,5383,1,8
8184,1179,5041,0,2
8185,191,2732,0,1
8186,3833,6017,0,1
8187,3706,5440,0,1
8188,1712,7205,1,2
8189,4225,6978,0,1
8190,2245,6404,0,1
8191,1961,5648,0,1
8192,845,6626,1,1
8193,1098,3698,1,1
8194,4455,7364,0,1
8195,925,3567,1,4
8196,4517,4751,1,1
8197,2617,4899,0,1
8198,2299,7426,1,1
8199,46,4642,0,1
8200,5872,6924,0,1
8201,799,2937,0,1
8202,107,5946,0,1
8203,2596,4146,1,7
8204,6510,7248,0,1
8205,849,7064,0,1
8206,23,6681,0,1
8207,38,1196,1,1
8208,1758,7124,1,2
8209,3171,3308,0,1
8210,2596,3330,1,4
8211,1414,1884,0,1
8212,303,3809,1,1
8213,802,3975,0,1
8214,2316,4611,0,2
8215,2937,6564,1,2
8216,1199,3750,0,3
8217,6660,7283,1,1
8218,3902,4870,0,2
8219,2615,2985,1,2
8220,4651,5141,1,2
8221,2474,4033,0,1
8222,212,6416,1,3
8223,733,3809,1,1
8224,213,6287,1,3
8225,2261,5163,0,1
8226,4583,6416,1,1
8227,3265,3809,1,1
8228,1336,3133,1,1
8229,6382,7300,1,1
8230,114,5811,1,5
8231,445,1370,0,1
8232,884,6341,0,1
8233,2889,4938,0,3
8234,759,4120,1,1
8235,3543,3974,1,5
8236,1681,4060,0,1
8237,1702,3812,0,1
8238,353,6037,1,1
8239,4317,5384,1,1
8240,4452,4466,0,1
8241,4459,6235,1,4
8242,5488,6856,0,1
8243,1823,2972,0,1
8244,2534,5030,1,6
8245,1448,4419,0,1
8246,6564,6716,0,1
8247,4231,5790,1,2
8248,1128,1872,0,1
8249,487,6848,0,1
8250,1967,5271,1,4
8251,72,1497,1,2
8252,6096,6120,1,1
8253,37,161,1,4
8254,4826,6812,1,3
8255,2170,7117,1,2
8256,1506,3273,1,1
8257,4705,6520,1,1
8258,3968,3968,1,0
8259,311,2999,1,3
8260,6285,7283,1,3
8261,2558,7118,1,2
8262,1569,6514,1,2
8263,5763,6323,1,6
8264,1731,7223,1,5
8265,6505,6785,0,1
8266,3974,7272,1,5
8267,535,6350,1,1
8268,3045,7008,1,1
8269,3601,6755,1,1
8270,2884,3131,1,1
8271,768,4578,1,1
8272,1536,1842,1,4
8273,3083,7515,0,1
8274,2780,3298,0,1
8275,2648,2937,0,2
8276,188,5907,1,1
8277,2013,6416,1,11
8278,39,2298,0,1
8279,4225,6247,0,1
8280,2042,3881,0,1
8281,3862,5149,1,2
8282,1478,6370,0,1
8283,4797,5584,0,1
8284,127,1017,1,3
8285,1200,3057,0,1
8286,7280,7315,0,1
8287,2595,6415,0,1
8288,3962,5197,0,1
8289,364,7283,1,2
8290,3525,5026,1,7
8291,1157,6398,1,4
8292,826,1936,0,1
8293,628,1908,1,7
8294,382,4279,1,4
8295,2300,6716,0,1
8296,2206,2213,1,1
8297,1293,6284,1,2
8298,1200,3828,0,1
8299,2392,7315,1,2
8300,11,1190,0,1
8301,2082,5493,1,3
8302,2523,7082,1,2
8303,2013,6378,0,11
8304,2566,6308,1,2
8305,5052,5824,0,1
8306,37,1513,1,3
8307,1646,5612,0,1
8308,1731,3382,0,2
8309,1638,2957,1,10
8310,3077,5802,1,2
8311,4702,6535,0,1
8312,1914,2274,0,2
8313,1359,3809,1,2
8314,418,1279,0,1
8315,5054,5350,0,1
8316,2187,5651,1,18
8317,509,4990,0,1
8318,4488,6551,0,2
8319,345,2414,1,3
8320,1798,3491,0,2
8321,3196,3809,1,1
8322,3324,7560,0,5
8323,1234,4740,0,1
8324,3588,6384,0,1
8325,2938,5934,0,1
8326,5162,5534,1,1
8327,1620,5749,1,2
8328,884,5448,1,1
8329,133,3974,1,5
8330,5090,5762,0,1
8331,3421,3701,0,1
8332,2060,2216,1,5
8333,4085,5310,0,1
8334,2558,4490,1,1
8335,914,5202,0,3
8336,2233,6518,1,4
8337,6323,6415,1,1
8338,1226,2737,1,3
8339,851,5770,0,1
8340,70,6826,0,1
8341,4894,6374,1,1
8342,424,573,0,1
8343,3342,6774,0,1
8344,1886,3809,1,2
8345,3872,4116,1,1
8346,5203,7117,1,1
8347,4533,4921,1,2
8348,2706,3491,1,2
8349,2161,2715,1,1
8350,3787,6791,0,1
8351,1030,6195,1,2
8352,1022,6341,1,1
8353,1351,6807,1,1
8354,736,2501,1,4
8355,3119,7498,0,1
8356,2366,5185,1,2
8357,1878,2493,0,1
8358,3048,5730,0,1
8359,2629,4772,1,2
8360,5437,5697,0,3
8361,237,7426,1,2
8362,2265,4201,1,6
8363,621,7272,1,3
8364,3178,5722,1,7
8365,212,6231,1,2
8366,1279,3427,1,3
8367,4425,4433,0,1
8368,491,1002,0,1
8369,2360,5520,0,2
8370,4141,4508,0,1
8371,2307,5383,0,1
8372,1502,3559,0,1
8373,917,3936,0,1
8374,3472,7416,0,2
8375,4904,6442,1,1
8376,3492,3809,1,1
8377,616,894,1,4
8378,6,6415,0,1
8379,2963,6961,1,6
8380,3153,3809,1,4
8381,2626,5913,0,2
8382,597,5464,1,6
8383,1168,2882,0,1
8384,2461,6354,0,1
8385,570,6085,1,2
8386,2115,6163,1,1
8387,1749,3948,1,1
8388,1451,3976,1,5
8389,2884,3502,0,1
8390,6682,6701,1,1
8391,251,2270,1,1
8392,368,6085,0,3
8393,3209,7449,0,1
8394,2839,6666,0,1
8395,2277,5832,0,2
8396,583,3600,1,2
8397,2087,2167,0,2
8398,3589,5007,1,2
8399,2189,7064,0,1
8400,2096,3604,1,5
8401,3240,3809,1,1
8402,1436,5640,1,1
8403,1492,4852,0,1
8404,1181,1376,0,1
8405,2823,5906,0,1
8406,471,1539,1,1
8407,2866,3314,1,1
8408,1305,6717,0,3
8409,744,3556,1,4
8410,6162,6332,1,1
8411,1045,6824,0,1
8412,329,1035,0,1
8413,358,2964,0,1
8414,4889,6409,0,1
8415,1492,4951,0,1
8416,2101,6076,0,1
8417,4065,6277,0,1
8418,2360,5082,0,1
8419,3825,6638,0,1
8420,2937,3809,1,2
8421,530,5019,1,1
8422,1493,7333,0,1
8423,5193,5401,0,1
8424,1424,1961,0,2
8425,5241,6482,0,1
8426,3687,3687,1,0
8427,158,3980,0,2
8428,696,5897,0,1
8429,2839,3705,0,1
8430,258,5491,0,2
8431,5179,5537,1,1
8432,1503,6416,1,2
8433,2018,5464,1,6
8434,5541,7139,1,1
8435,2712,4781,1,2
8436,1603,2187,1,1
8437,1367,3883,0,1
8438,2074,4605,0,1
8439,130,2215,0,1
8440,702,7272,1,3
8441,298,7260,1,2
8442,162,4971,0,1
8443,1199,6619,1,4
8444,2714,6906,0,1
8445,4850,7379,1,2
8446,6196,6607,0,1
8447,383,5590,0,1
8448,645,3312,0,1
8449,1681,7593,1,1
8450,562,1252,0,1
8451,1290,3315,0,1
8452,2494,6879,0,2
8453,11,2908,0,1
8454,1644,6386,1,3
8455,562,4294,1,2
8456,1340,6961,1,1
8457,1974,4355,1,1
8458,2614,3089,1,3
8459,2352,4324,1,3
8460,1826,6416,1,3
8461,991,1098,0,1
8462,2288,6883,0,1
8463,2403,5679,1,10
8464,696,3829,0,1
8465,180,839,0,1
8466,3351,5353,0,1
8467,3975,7589,0,1
8468,2537,5462,0,1
8469,7,6879,1,2
8470,3072,3166,0,1
8471,1289,1940,1,3
8472,3712,6262,1,6
8473,2553,6049,0,1
8474,2464,3806,0,1
8475,750,5515,1,1
8476,840,7177,0,6
8477,1798,6302,0,1
8478,3031,5878,0,2
8479,1493,2514,0,1
8480,1398,1742,0,2
8481,370,3495,0,1
8482,2328,3537,0,1
8483,434,2210,0,1
8484,3450,6262,1,3
8485,4388,7225,0,1
8486,213,6502,1,1
8487,6463,7045,1,3
8488,2268,6551,1,3
8489,571,5388,1,1
8490,2812,3413,0,1
8491,850,2484,1,4
8492,1035,6294,0,1
8493,5359,6220,0,1
8494,6127,6906,0,1
8495,1179,5025,0,2
8496,849,2510,1,5
8497,809,2712,0,1
8498,2381,4764,0,1
8499,2999,7154,0,3
8500,1662,2802,0,4
8501,1901,3809,1,1
8502,307,2330,1,1
8503,3034,5015,1,6
8504,782,6344,1,4
8505,1289,4321,0,1
8506,2807,3427,1,4
8507,3547,5802,1,2
8508,132,696,0,1
8509,1030,6551,1,10
8510,3469,7560,1,7
8511,2042,4474,1,2
8512,1492,6933,0,1
8513,4551,7127,0,1
8514,5208,5490,0,1
8515,288,6361,0,1
8516,796,1817,1,1
8517,951,1509,0,1
8518,69,467,1,3
8519,606,1361,0,4
8520,708,4177,1,1
8521,5783,6890,0,2
8522,1748,3036,1,1
8523,599,6812,1,1
8524,1956,7283,0,1
8525,1490,1803,0,1
8526,1734,4632,1,2
8527,2003,3340,1,3
8528,3862,4342,0,1
8529,175,4422,1,1
8530,467,1386,1,3
8531,4491,6668,1,2
8532,2466,3439,0,1
8533,2396,7174,1,1
8534,3333,3557,1,1
8535,1545,7174,1,3
8536,3675,3809,1,1
8537,2857,6260,1,7
8538,99,2302,0,4
8539,5271,6776,1,3
8540,535,6564,0,2
8541,549,7447,0,1
8542,1725,3517,0,1
8543,2488,4364,0,1
8544,452,2128,0,1
8545,616,2980,1,10
8546,495,3210,0,1
8547,361,4257,1,10
8548,597,5047,1,3
8549,695,2191,0,1
8550,2167,4313,1,3
8551,4255,5871,0,1
8552,396,3252,0,1
8553,1830,3533,0,1
8554,1025,3119,0,2
8555,4037,7110,1,3
8556,1628,6898,1,4
8557,2076,5783,0,1
8558,5629,6464,0,1
8559,5347,5955,1,4
8560,3274,4096,0,1
8561,2889,5790,0,3
8562,3160,5277,1,2
8563,828,2119,1,1
8564,1636,2882,0,1
8565,1221,2014,0,1
8566,2283,3809,1,1
8567,5183,5383,1,5
8568,658,6116,0,2
8569,266,1140,0,1
8570,3083,4105,0,1
8571,849,7066,1,2
8572,3492,3897,0,1
8573,2100,4789,0,1
8574,5657,6817,1,1
8575,5268,5745,0,2
8576,3588,3980,0,1
8577,1618,4727,1,1
8578,670,3836,0,1
8579,719,3439,1,2
8580,3077,6378,0,2
8581,2484,3809,1,4
8582,3761,5934,0,1
8583,2266,3989,0,1
8584,2494,2700,0,2
8585,1917,4480,1,1
8586,2252,4751,0,1
8587,3177,6086,0,1
8588,2448,4310,1,1
8589,886,1796,0,1
8590,894,4079,0,4
8591,3698,4961,1,2
8592,1628,3787,0,4
8593,185,3516,1,1
8594,4539,6129,0,1
8595,5878,7426,1,3
8596,2797,3387,1,1
8597,896,2863,1,1
8598,734,2490,0,1
8599,3235,6835,1,2
8600,2215,2233,1,1
8601,99,222,1,4
8602,184,2812,0,1
8603,768,3643,0,1
8604,291,409,0,1
8605,4313,5266,0,1
8606,3762,6118,0,1
8607,601,2889,1,2
8608,1439,4039,1,1
8609,964,1222,1,1
8610,2241,4938,1,5
8611,1550,3772,1,2
8612,5605,5712,1,3
8613,2298,4611,0,1
8614,4324,6891,1,4
8615,1697,6006,0,1
8616,6567,7190,1,4
8617,2761,3816,0,1
8618,6121,6635,1,1
8619,600,5167,0,1
8620,1558,4279,1,3
8621,1148,2029,0,1
8622,4148,7518,1,2
8623,851,1589,1,6
8624,3237,4480,1,1
8625,3740,6722,0,1
8626,2668,5018,1,1
8627,2243,2574,0,1
8628,962,7515,1,5
8629,4533,5517,1,2
8630,485,3785,1,5
8631,2139,5243,1,2
8632,2797,4447,1,6
8633,480,7498,0,1
8634,3335,4763,0,2
8635,2191,7135,0,1
8636,251,7289,0,1
8637,3568,3975,1,4
8638,1199,2003,0,4
8639,2993,4120,0,1
8640,4550,5471,0,1
8641,1410,2402,0,1
8642,3371,6563,0,1
8643,1423,6037,1,7
8644,26,5829,0,1
8645,5659,6574,0,1
8646,3760,6237,1,1
8647,1370,7161,0,3
8648,1152,3828,0,1
8649,139,3809,1,3
8650,434,5015,1,6
8651,2039,5609,1,1
8652,1443,3992,0,1
8653,2071,2358,0,4
8654,926,6959,0,1
8655,710,1968,0,1
8656,1479,3809,1,1
8657,238,1190,0,1
8658,2566,6146,1,2
8659,1879,4091,0,1
8660,507,3371,0,1
8661,5855,6700,1,1
8662,493,4441,1,2
8663,1278,5171,0,1
8664,1812,3812,1,1
8665,2460,6171,1,1
8666,3440,6333,0,1
8667,5357,7342,0,1
8668,1497,5605,0,2
8669,3538,6705,1,2
8670,3468,6018,0,1
8671,3628,5352,0,2
8672,939,4146,0,1
8673,2253,5739,1,3
8674,5163,5810,0,1
8675,848,4611,0,4
8676,3684,3809,1,3
8677,361,5135,1,5
8678,2474,5769,1,3
8679,1853,6508,0,3
8680,2732,7190,0,4
8681,3244,3849,0,2
8682,75,5132,1,1
8683,3052,4360,0,1
8684,1850,3809,1,2
8685,1216,3750,0,1
8686,2022,6828,0,1
8687,3121,5389,1,2
8688,385,6761,1,2
8689,1748,7173,0,1
8690,1630,4342,0,1
8691,3740,4293,1,1
8692,3896,6868,1,3
8693,814,4260,0,1
8694,3761,7518,1,1
8695,46,6516,0,1
8696,4750,5353,0,1
8697,3367,6429,0,1
8698,6433,6433,1,0
8699,1369,3214,1,1
8700,439,5700,0,1
8701,3631,7231,1,1
8702,36,4031,1,1
8703,3305,6879,1,10
8704,815,2699,0,2
8705,1830,3324,0,3
8706,117,2739,0,2
8707,351,2708,1,1
8708,2688,6442,0,3
8709,2422,4624,1,1
8710,342,1019,0,2
8711,5780,6163,0,1
8712,5625,6668,1,3
8713,89,1365,0,1
8714,3167,6578,0,1
8715,942,3809,1,1
8716,2944,3669,1,1
8717,779,3826,0,1
8718,2795,6118,1,1
8719,440,6686,1,2
8720,1445,4783,1,1
8721,1685,2771,0,1
8722,4455,6416,0,1
8723,3274,6234,0,1
8724,4030,7426,0,2
8725,3043,5739,1,1
8726,3902,6147,0,1
8727,3544,4539,1,7
8728,298,6103,1,1
8729,3240,3699,0,1
8730,27,2098,1,3
8731,4603,4722,0,1
8732,1515,2856,0,1
8733,99,3787,1,4
8734,1177,3817,1,1
8735,4425,5169,0,1
8736,596,3966,1,2
8737,6378,7082,1,16
8738,2786,5412,0,2
8739,13,5443,0,1
8740,2038,5700,0,1
8741,2520,5862,1,1
8742,2172,3960,0,5
8743,2985,7416,1,2
8744,2024,3809,1,2
8745,266,2714,0,1
8746,4452,5068,0,1
8747,2970,3809,1,23
8748,1030,5132,1,10
8749,1429,1618,0,1
8750,4280,6146,0,2
8751,2599,2615,0,1
8752,4679,5148,0,1
8753,2615,6037,1,7
8754,2947,6357,1,2
8755,3210,4127,1,1
8756,2013,5272,1,3
8757,2937,3855,0,1
8758,5083,6495,0,1
8759,2448,3031,0,1
8760,3947,6817,1,1
8761,808,6774,0,1
8762,3427,5914,0,2
8763,2698,4293,1,1
8764,2025,3607,0,2
8765,381,3351,1,1
8766,1179,4201,1,3
8767,1760,3209,0,2
8768,3975,6139,0,2
8769,2265,3810,1,6
8770,5878,6668,1,3
8771,2618,3656,0,3
8772,960,5731,0,1
8773,4692,5738,1,4
8774,105,1784,0,1
8775,2055,3543,1,5
8776,2510,3838,0,1
8777,733,1959,0,1
8778,2797,5791,1,4
8779,1025,1549,1,2
8780,5990,6318,0,1
8781,1616,5016,1,1
8782,1794,6291,1,1
8783,2797,7124,1,12
8784,5491,6006,0,1
8785,4555,7445,0,1
8786,2007,5805,1,4
8787,5047,5903,0,1
8788,1597,3785,0,1
8789,1839,7509,0,1
8790,4832,6663,0,1
8791,836,4269,0,1
8792,216,3323,0,1
8793,828,4058,0,1
8794,141,4862,0,1
8795,4006,7028,0,1
8796,2891,6933,0,1
8797,4463,7571,1,1
8798,186,382,0,2
8799,4520,5349,1,1
8800,1662,5560,1,4
8801,4201,4572,0,1
8802,2827,6434,0,3
8803,4267,6508,0,2
8804,2914,5679,1,1
8805,3705,4837,0,1
8806,4248,7323,0,1
8807,11,2170,0,3
8808,3559,6290,1,2
8809,4677,7195,1,1
8810,1071,5803,1,2
8811,161,6580,0,1
8812,746,5473,0,1
8813,2860,3301,0,1
8814,474,3809,1,3
8815,2915,3682,1,3
8816,2072,3313,0,1
8817,1460,3954,0,1
8818,1580,3543,1,6
8819,462,5882,1,5
8820,5321,6350,0,1
8821,4085,6463,1,2
8822,5875,7309,1,5
8823,3817,5903,0,1
8824,1199,6026,1,1
8825,2525,3562,0,1
8826,3153,3604,0,4
8827,5026,6337,0,1
8828,838,5170,1,1
8829,3810,6900,0,1
8830,3904,7364,0,1
8831,1925,3362,1,1
8832,2379,5401,0,1
8833,2953,3108,1,1
8834,1056,4956,0,1
8835,4860,5750,0,1
8836,4723,6979,1,3
8837,231,3427,0,2
8838,2095,2388,0,1
8839,4491,6923,0,1
8840,690,1540,0,1
8841,227,2023,0,1
8842,740,887,1,5
8843,597,4956,1,3
8844,2058,4337,1,9
8845,2536,3849,1,2
8846,5445,7393,1,4
8847,4782,6435,1,1
8848,2966,5854,1,2
8849,1205,4772,1,2
8850,3897,4628,1,1
8851,3828,5896,0,2
8852,581,846,0,1
8853,1250,1902,1,1
8854,3152,7232,0,1
8855,840,4165,1,1
8856,4957,7511,0,1
8857,1661,2993,1,2
8858,3225,4860,1,2
8859,2324,3809,1,1
8860,5731,5990,0,1
8861,3787,5803,1,8
8862,571,2055,0,1
8863,6621,6691,1,1
8864,1911,6492,0,1
8865,1349,3809,1,1
8866,409,1995,1,1
8867,834,6932,0,1
8868,277,1593,1,1
8869,6359,7082,1,7
8870,1216,3146,1,1
8871,106,4154,0,1
8872,4131,5349,0,1
8873,3601,4275,0,2
8874,1874,6487,1,2
8875,1219,1368,0,1
8876,1589,2171,1,6
8877,4078,5012,1,1
8878,2309,3133,0,1
8879,1228,6898,1,4
8880,2187,4760,1,2
8881,3031,7493,1,2
8882,887,7272,1,24
8883,165,566,0,1
8884,464,5384,1,3
8885,162,2605,1,1
8886,233,1745,1,1
8887,2223,4337,1,1
8888,2783,3933,1,1
8889,497,6379,1,2
8890,3148,3809,1,1
8891,98,4034,0,2
8892,2051,2704,1,1
8893,4611,6354,1,1
8894,782,4556,0,1
8895,5651,6323,1,9
8896,1879,6743,0,2
8897,2058,5862,1,6
8898,352,2786,0,1
8899,6652,6904,0,1
8900,237,251,0,1
8901,710,2026,0,1
8902,291,894,0,3
8903,497,5176,1,1
8904,368,1966,0,1
8905,1651,1725,0,2
8906,3136,6651,0,1
8907,4903,5038,1,1
8908,497,6917,0,2
8909,3272,6172,0,1
8910,3799,7507,0,1
8911,1917,2744,0,1
8912,3131,6852,0,1
8913,2018,7110,1,6
8914,5730,6835,1,2
8915,2965,6414,0,1
8916,3820,6442,1,2
8917,1874,2005,1,4
8918,1018,3809,1,1
8919,743,7364,1,1
8920,4060,4253,0,1
8921,3674,5712,1,1
8922,144,3809,1,1
8923,1493,3348,1,3
8924,3731,7430,1,1
8925,433,6828,0,2
8926,88,859,1,4
8927,1742,4621,0,1
8928,1451,3809,1,5
8929,948,5083,1,1
8930,207,2066,0,1
8931,363,4307,0,1
8932,1216,4247,1,1
8933,4517,5006,1,2
8934,180,7177,0,1
8935,6056,6386,0,2
8936,2585,3790,1,1
8937,186,6426,0,2
8938,2458,5636,1,3
8939,1935,3619,0,1
8940,1362,5802,1,1
8941,691,1672,1,1
8942,3773,5493,0,2
8943,4555,6828,1,1
8944,4789,6308,0,1
8945,2316,2590,1,2
8946,361,2414,1,7
8947,2298,3160,0,1
8948,25,3809,1,1
8949,1709,2042,0,2
8950,4221,6574,1,1
8951,1228,6071,0,1
8952,460,4240,0,1
8953,2352,6260,1,3
8954,2863,6961,1,8
8955,881,5219,0,5
8956,3373,6703,1,1
8957,1481,5475,0,1
8958,4759,5598,0,1
8959,5025,5648,1,1
8960,4248,6924,0,1
8961,3604,7111,0,4
8962,2014,6551,1,1
8963,3690,3809,1,3
8964,4594,5437,0,1
8965,2704,6116,1,3
8966,484,2953,0,1
8967,925,5560,1,4
8968,2468,2521,0,1
8969,2058,2187,1,9
8970,3837,7171,1,2
8971,7,3480,0,1
8972,3426,3968,0,1
8973,434,3682,1,7
8974,4029,7392,1,1
8975,1071,7333,0,1
8976,4328,6883,1,2
8977,850,3592,0,1
8978,1628,1818,1,2
8979,103,6717,0,2
8980,5651,6078,0,1
8981,1737,6370,0,1
8982,992,5145,0,1
8983,3691,3731,0,1
8984,1709,5332,0,2
8985,19,3809,1,1
8986,1262,1644,0,1
8987,4444,7082,1,3
8988,6024,7341,0,1
8989,1157,5685,1,2
8990,1262,3872,1,1
8991,1006,3036,0,1
8992,626,6889,0,1
8993,5020,7111,0,1
8994,381,4244,0,1
8995,970,4692,0,1
8996,1053,6365,0,1
8997,5754,6659,0,1
8998,1428,7089,0,1
8999,2739,3809,1,3
9000,1721,3427,1,2
9001,2649,6118,0,1
9002,3966,6722,1,1
9003,1221,2486,0,1
9004,460,2003,0,1
9005,5197,5421,0,1
9006,879,4386,0,1
9007,4084,5458,0,1
9008,1330,6338,0,1
9009,452,2613,1,2
9010,3947,5348,0,1
9011,3314,4296,1,10
9012,1985,4013,0,1
9013,191,1338,0,1
9014,889,5519,0,1
9015,702,3561,0,1
9016,3560,6167,0,1
9017,5590,6681,1,3
9018,1712,6531,1,1
9019,5571,6717,1,2
9020,3249,5350,0,1
9021,3400,5013,1,1
9022,940,3809,1,1
9023,4432,6386,1,1
9024,3273,6217,1,3
9025,859,1066,1,1
9026,4337,6254,1,2
9027,1320,1361,1,3
9028,383,4076,0,1
9029,368,1666,1,7
9030,171,2581,0,1
9031,3165,6878,0,1
9032,1525,1672,1,3
9033,3560,3809,1,2
9034,317,1261,1,2
9035,274,6898,1,2
9036,1794,1985,0,1
9037,1940,2917,0,1
9038,2704,5412,1,2
9039,1370,2328,1,3
9040,272,2788,1,1
9041,6963,7289,0,2
9042,714,4034,0,1
9043,3371,5790,0,1
9044,138,7298,0,2
9045,2157,2649,1,1
9046,367,5645,0,1
9047,3944,4487,0,1
9048,3332,3464,1,2
9049,2979,4141,0,1
9050,5493,6051,0,1
9051,674,7298,1,3
9052,2626,3809,1,2
9053,408,5358,0,2
9054,147,4524,0,2
9055,1280,7049,0,2
9056,824,5679,0,8
9057,418,5019,1,1
9058,1275,4125,0,1
9059,1661,5095,0,1
9060,3521,4019,1,1
9061,5035,6831,1,2
9062,4854,5030,1,2
9063,274,1867,1,1
9064,4452,6784,1,1
9065,1461,4451,0,1
9066,3936,4020,0,1
9067,1019,4182,1,2
9068,5519,7560,1,1
9069,2881,6559,1,1
9070,1205,3760,0,3
9071,4585,5162,1,4
9072,1869,3392,1,1
9073,623,7028,1,1
9074,5913,6717,1,3
9075,5537,5782,1,1
9076,5929,6410,1,1
9077,5518,6260,0,2
9078,842,1441,0,1
9079,332,953,0,1
9080,1818,2857,0,2
9081,1886,6682,0,1
9082,2299,4075,0,1
9083,3698,5740,1,2
9084,1504,2581,0,1
9085,6208,6297,1,1
9086,1805,5769,1,1
9087,846,3233,0,1
9088,5631,5749,1,1
9089,716,4951,1,1
9090,3083,4643,1,1
9091,1785,7415,0,1
9092,1180,5697,0,1
9093,906,3249,1,1
9094,26,6037,1,5
9095,5310,6036,1,1
9096,6,2248,0,1
9097,4073,5140,1,3
9098,7379,7379,1,0
9099,1697,7493,1,3
9100,7139,7515,0,1
9101,271,3421,0,1
9102,1867,6327,0,1
9103,211,6508,1,1
9104,688,7415,0,1
9105,1045,4485,0,1
9106,2081,2863,1,1
9107,1959,3809,1,3
9108,4167,5771,0,1
9109,103,7257,0,1
9110,1313,4240,1,2
9111,2096,4019,1,2
9112,3986,6626,1,1
9113,5754,7223,1,3
9114,2615,7383,0,7
9115,5784,6713,1,1
9116,5791,7103,1,4
9117,738,3916,0,2
9118,699,4578,1,3
9119,2661,5107,0,1
9120,316,3230,0,1
9121,1850,4725,1,2
9122,1681,6146,1,4
9123,1886,2187,1,2
9124,5394,6018,1,1
9125,3968,6263,0,1
9126,323,3809,1,3
9127,4883,6890,0,2
9128,1776,5685,0,2
9129,3214,5391,0,1
9130,597,1525,1,3
9131,5179,5862,0,1
9132,451,1848,0,1
9133,5442,7258,1,1
9134,391,4221,0,1
9135,356,1145,0,1
9136,3586,6191,0,1
9137,4859,6843,1,1
9138,7433,7433,1,0
9139,4223,4407,0,1
9140,2078,2998,0,1
9141,437,3809,1,6
9142,564,5167,0,1
9143,750,3536,1,1
9144,1883,6392,0,3
9145,3691,4166,1,1
9146,1313,3966,1,5
9147,644,6374,1,4
9148,2250,2957,1,5
9149,6603,6648,0,1
9150,2309,6516,0,1
9151,53,5252,0,1
9152,1743,2058,1,3
9153,2173,3112,0,1
9154,3839,5283,0,1
9155,5163,7571,1,2
9156,4864,5651,1,5
9157,1129,6350,0,1
9158,965,3572,0,1
9159,1139,4986,0,1
9160,1072,1543,0,1
9161,836,5560,1,18
9162,2807,6374,1,4
9163,1205,6824,0,1
9164,2397,5448,0,1
9165,2481,4231,0,2
9166,1948,3809,1,1
9167,679,1655,0,2
9168,37,1694,0,1
9169,966,4471,0,1
9170,345,4901,0,1
9171,2366,6416,1,11
9172,3011,6277,0,1
9173,856,6163,0,1
9174,2066,4232,0,1
9175,3265,5443,0,1
9176,507,1606,0,1
9177,2441,3767,0,1
9178,2571,5279,0,1
9179,5134,5740,1,1
9180,2839,3809,1,1
9181,3623,4232,0,1
9182,773,6093,0,1
9183,5464,6734,1,2
9184,628,3939,1,7
9185,2320,7283,1,5
9186,921,7325,1,2
9187,5003,5811,1,1
9188,1502,5132,0,1
9189,782,1518,1,3
9190,1078,1481,1,1
9191,2702,3335,0,2
9192,1250,3057,0,1
9193,1375,2343,0,1
9194,3964,7067,1,3
9195,1725,5837,1,2
